Price,Location,Mileage,Engine,Manufacturer,Year,Model,Fuel_Type
"Rs: 1,200,000",Kegalle,"300,000",1500,Toyota,1984,Corolla,Petrol
"Rs: 9,000,000",Alutgama,"205,000",1500,Toyota,2011,Allion,Petrol
"Rs: 7,300,000",Colombo Fort (Colombo 01),"200,000",1490,Toyota,2014,Aqua,Petrol
"Rs: 4,800,000",Ambalangoda,0,1298,Mazda,2009,Demio,Petrol
"Rs: 11,000,000",Kandana,"50,500",1500,Toyota,2015,Axio,Petrol
"Rs: 7,550,000",Ja-Ela,0,1500,Toyota,2004,Allion,Petrol
Negotiable,Kohuwala,"66,000",2000,Mercedes Benz,2017,E350,Petrol
"Rs: 13,500,000",Ambalangoda,"97,000",1500,Toyota,2017,Allion,Petrol
Negotiable,Kohuwala,"117,000",250,Nissan,2013,Teana,Petrol
"Rs: 8,500,000",Kuruwita,"150,000",990,Suzuki,2017,Swift,Petrol
Negotiable,Colombo Fort (Colombo 01),0,650,Suzuki,2018,Wagon R,Petrol
"Rs: 2,000,000",Moratuwa,"175,000",650,Tata,2015,Nano,Petrol
"Rs: 8,750,000",Ambalangoda,"156,000",1500,Honda,2016,Grace,Hybrid
"Rs: 5,600,000",Ambalangoda,"40,000",1000,Suzuki,2018,Celerio,Petrol
Negotiable,Battaramulla,"170,000",1500,Nissan,1996,FB 14,Petrol
Negotiable,Ambalangoda,"75,000",2000,Audi,2017,A6,Petrol
"Rs: 8,900,000",Ambalangoda,"270,000",1500,Toyota,2008,Premio,Petrol
"Rs: 5,800,000",Ambalangoda,"140,000",1000,Toyota,2007,Belta,Petrol
"Rs: 7,900,000",Ambalangoda,"11,000",658,Daihatsu,2023,Taft,Petrol
"Rs: 7,400,000",Ambalangoda,0,1500,Honda,2013,Fit,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 7,600,000",Ambalangoda,"150,000",1330,Honda,2014,Fit,Hybrid
"Rs: 8,650,000",Kurunegala,"10,800",650,Daihatsu,2023,Tanto,Petrol
Negotiable,Colombo Fort (Colombo 01),0,1500,Toyota,2008,Axio Fielder,Petrol
Negotiable,Ambalangoda,"110,000",650,Suzuki,2018,Wagon R,Hybrid
Negotiable,Colombo Fort (Colombo 01),0,1000,Suzuki,2016,Swift,Petrol
Negotiable,Ambalangoda,"163,000",1000,Toyota,2007,Vitz,Petrol
"Rs: 11,100,000",Ambalangoda,"160,000",1600,Toyota,2015,Allion,Petrol
"Rs: 5,300,000",Ambalangoda,"186,000",1490,Mazda,2004,Axela,Petrol
"Rs: 4,490,000",Kandy,"225,000",1000,Perodua,2011,Elite,Petrol
"Rs: 7,350,000",Anuradhapura,"122,387",1490,Toyota,2012,Aqua,Hybrid
"Rs: 5,800,000",Ambalangoda,0,1700,Honda,2003,Civic,Petrol
"Rs: 22,950,000",Ambalangoda,"61,000",2000,Mercedes Benz,2019,CLA,Petrol
Negotiable,Pannipitiya,"140,000",2000,BMW,2011,5 Series,Diesel
Negotiable,Colombo Fort (Colombo 01),0,650,Suzuki,2015,Spacia,Petrol
"Rs: 15,600,000",Ratnapura,"97,000",1500,Toyota,2017,Premio,Petrol
"Rs: 15,800,000",Colombo Fort (Colombo 01),"24,000",1000,Audi,2023,A3,Petrol
"Rs: 9,400,000",Kotte,"1,500",1000,Toyota,2025,Yaris,Hybrid
"Rs: 6,600,000",Ambalangoda,"166,000",1500,Toyota,2012,Aqua,Hybrid
"Rs: 7,550,000",Homagama,"85,000",1000,Toyota,2017,Vitz,Petrol
Negotiable,Kurunegala,0,1500,Toyota,2012,Aqua,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 10,500,000",Kurunegala,"100,000",3000,Mitsubishi,2002,Lancer,Petrol
"Rs: 7,200,000",Polonnaruwa,0,650,Daihatsu,2024,Esse,Petrol
"Rs: 7,500,000",Kurunegala,"3,500",690,Suzuki,2023,Wagon R,Hybrid
"Rs: 3,700,000",Colombo Fort (Colombo 01),"51,900",690,Renault,2016,KWID,Petrol
"Rs: 6,650,000",Colombo Fort (Colombo 01),"75,000",690,Suzuki,2018,Wagon R,Hybrid
"Rs: 5,700,000",Colombo Fort (Colombo 01),"137,000",690,Suzuki,2015,Wagon R,Petrol
"Rs: 5,800,000",Wennappuwa,"150,000",690,Suzuki,2017,Wagon R,Hybrid
"Rs: 5,800,000",Dehiwala,"14,000",1000,Toyota,2007,Belta,Petrol
"Rs: 27,500,000",Maradana (Colombo 10),"35,000",690,BMW,2014,i8,Hybrid
"Rs: 7,200,000",Gampaha,0,650,Suzuki,2024,Wagon R,Petrol
"Rs: 8,900,000",Gampaha,0,650,Suzuki,2025,Wagon R,Petrol
"Rs: 9,700,000",Polonnaruwa,0,950,Toyota,2024,Yaris,Petrol
"Rs: 7,200,000",Polonnaruwa,0,660,Mitsubishi,2023,Space Wagon,Petrol
Negotiable,Polonnaruwa,0,950,Mazda,2024,Flair,Petrol
"Rs: 7,000,000",Polonnaruwa,0,650,Daihatsu,2024,Esse,Petrol
"Rs: 4,400,000",Ambalangoda,0,1000,Suzuki,2015,Celerio,Petrol
"Rs: 7,290,000",Kundasale,"53,000",1000,Toyota,2016,Vitz,Petrol
"Rs: 1,795,000",Kaduwela,"88,000",1075,Micro,2012,Trend,Petrol
"Rs: 7,350,000",Kaduwela,"178,000",1500,Toyota,2013,Aqua,Hybrid
"Rs: 10,800,000",Kurunegala,0,1000,Toyota,2025,Yaris,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,650,000",Kurunegala,"86,000",650,Suzuki,2017,Alto,Hybrid
"Rs: 9,450,000",Kurunegala,"1,000",660,Suzuki,2025,Spacia,Hybrid
"Rs: 7,850,000",Kegalle,"120,000",1500,Toyota,2008,Axio,Petrol
"Rs: 7,850,000",Kegalle,"129,000",1500,Honda,2013,Fit,Hybrid
"Rs: 1,600,000",Matale,"190,000",1300,Toyota,1986,Corolla,Petrol
"Rs: 7,300,000",Ambalangoda,0,1500,Toyota,2014,Aqua,Hybrid
"Rs: 9,000,000",Kurunegala,0,650,Suzuki,2025,Wagon R,Hybrid
"Rs: 4,250,000",Ja-Ela,"178,000",1330,Suzuki,2003,Swift,Petrol
"Rs: 14,500,000",Ampara,"107,000",690,Toyota,2017,Premio,Petrol
"Rs: 15,500,000",Kalutara,"81,000",1500,Toyota,2018,Premio,Petrol
Negotiable,Nikaweratiya,"5,600",1500,Toyota,2024,Raize,Petrol
"Rs: 9,500,000",Gampaha,"160,000",1500,Toyota,2014,Axio,Hybrid
"Rs: 5,450,000",Akkarayankulam,"86,000",1000,Suzuki,2015,Celerio,Petrol
"Rs: 5,800,000",Cheddikulam,"150,000",1330,Toyota,2007,Vitz,Petrol
"Rs: 1,860,000",Seeduwa,"200,000",1300,Toyota,1987,Starlet,Petrol
"Rs: 4,900,000",Ampara,"176,000",690,Suzuki,2014,Wagon R,Petrol
"Rs: 11,600,000",Ampara,"120,000",690,Toyota,2013,Premio,Petrol
"Rs: 8,000,000",Ambalangoda,"153,000",1600,Toyota,2011,Prius,Hybrid
"Rs: 6,000,000",Ambalangoda,"167,000",1300,Toyota,2008,Belta,Petrol
"Rs: 6,100,000",Ambalangoda,"164,000",650,Suzuki,2017,Wagon R,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,900,000",Ambalangoda,"250,000",1500,Toyota,2006,Corolla,Petrol
"Rs: 4,750,000",Ambalangoda,"99,312",990,Toyota,2005,Vitz,Petrol
Negotiable,Wellawatta (Colombo 06),"5,000",660,Nissan,2023,Dayz,Petrol
Negotiable,Ratnapura,0,1000,Suzuki,2024,XBee,Hybrid
"Rs: 6,300,000",Ambalangoda,"279,000",1500,Toyota,2012,Aqua,Hybrid
"Rs: 7,800,000",Ambalangoda,"136,000",1500,Toyota,2016,Aqua,Hybrid
"Rs: 7,800,000",Ambalangoda,"97,000",1300,Suzuki,2017,Swift,Petrol
Negotiable,Wellawatta (Colombo 06),"38,000",1500,BMW,2019,X Series,Petrol
Negotiable,Wellawatta (Colombo 06),0,650,Suzuki,2024,Spacia,Petrol
"Rs: 3,550,000",Moratuwa,"200,000",800,Renault,2016,KWID,Petrol
"Rs: 6,800,000",Ambalangoda,0,1500,Toyota,2004,Allion,Petrol
"Rs: 6,650,000",Ambalangoda,"187,000",1600,Toyota,2010,Prius,Hybrid
Negotiable,Ambalangoda,"143,000",650,Suzuki,2015,Wagon R,Hybrid
Negotiable,Ambalangoda,"160,000",1498,Honda,2011,Fit,Hybrid
Negotiable,Ambalangoda,"170,000",1500,Honda,2013,CR Z,Hybrid
Negotiable,Ambalangoda,"106,000",1500,Honda,2015,Grace,Hybrid
Negotiable,Ambalangoda,"104,000",1600,Honda,2019,Civic,Petrol
"Rs: 3,700,000",Ambalangoda,0,999,Renault,2017,KWID,Petrol
Negotiable,Ambalangoda,"218,000",1995,Nissan,2000,Cefiro,Petrol
"Rs: 8,500,000",Ambalangoda,"158,000",1500,Honda,2016,Grace,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Ambalangoda,"33,000",1500,Honda,2017,Civic,Petrol
"Rs: 5,600,000",Ambalangoda,0,650,Suzuki,2016,Wagon R,Petrol
"Rs: 8,100,000",Ambalangoda,0,1500,Toyota,2015,Axio,Petrol
"Rs: 7,000,000",Ambalangoda,"200,000",1300,Toyota,2013,Aqua,Petrol
"Rs: 3,200,000",Gampaha,"179,000",990,Nissan,2000,March,Petrol
Negotiable,Ambalangoda,0,2000,BMW,2016,M Series,Petrol
"Rs: 9,250,000",Kurunegala,0,1500,Toyota,2011,Premio,Petrol
"Rs: 7,000,000",Ambalangoda,"90,905",1500,Toyota,2014,Aqua,Hybrid
"Rs: 7,800,000",Ambalangoda,0,1600,Toyota,2008,Premio,Petrol
"Rs: 10,200,000",Ambalangoda,"142,400",1600,Toyota,2014,Prius,Hybrid
"Rs: 2,400,000",Ambalangoda,0,1700,Mazda,1997,Familia,Diesel
"Rs: 8,950,000",Anuradhapura,"120,000",1500,Honda,2015,Grace,Hybrid
"Rs: 5,650,000",Kollupitiya (Colombo 03),"165,000",1330,Suzuki,2008,Swift,Petrol
Negotiable,Moratuwa,"68,000",0,Toyota,2017,Premio,Petrol
Negotiable,Kandy,0,1500,Toyota,2004,Vios,Petrol
"Rs: 7,000,000",Alawwa,"5,562",660,Suzuki,2024,Wagon R,Hybrid
"Rs: 6,890,000",Moratuwa,"3,000",650,Daihatsu,2024,Mira,Petrol
"Rs: 8,500,000",Kurunegala,"6,500",650,Suzuki,2023,Wagon R,Petrol
"Rs: 7,200,000",Ambalangoda,0,1800,Honda,2012,Civic,Petrol
"Rs: 8,700,000",Gampaha,"2,500",650,Suzuki,2023,Wagon R,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Panadura,"124,000",1000,Nissan,2001,March,Petrol
Negotiable,Maharagama,"200,000",1500,Toyota,2013,Aqua,Hybrid
"Rs: 3,475,000",Ambalangoda,"135,000",800,Suzuki,2015,Alto,Petrol
"Rs: 6,000,000",Ambalangoda,"88,750",2000,Toyota,2001,Mark II,Petrol
"Rs: 9,000,000",Ambalangoda,"155,000",1500,Honda,2016,Grace,Hybrid
"Rs: 14,500,000",Ambalangoda,"150,000",1500,Toyota,2017,Premio,Petrol
"Rs: 8,000,000",Ambalangoda,0,1500,Toyota,2015,Axio,Hybrid
"Rs: 3,340,000",Ambalangoda,0,1295,Nissan,2001,ExSunny,Petrol
Negotiable,Ampara,"75,000",1000,Suzuki,2017,Celerio,Petrol
Negotiable,Kaduwela,0,1500,Toyota,2011,Axio,Hybrid
"Rs: 7,750,000",Bandaragama,"161,000",990,Toyota,2016,Vitz,Petrol
"Rs: 7,275,000",Ambalangoda,"108,000",1500,Toyota,2013,Aqua,Hybrid
"Rs: 2,975,000",Ambalangoda,"9,800,000",800,Suzuki,2011,Alto,Petrol
"Rs: 3,295,000",Bandaragama,"65,000",800,Zotye,2017,Z100,Petrol
"Rs: 12,000,000",Ambalangoda,"120,000",1500,Toyota,2013,Premio,Petrol
"Rs: 3,850,000",Hikkaduwa,"160,000",880,Hyundai,2016,Eon,Petrol
"Rs: 14,350,000",Kottawa,0,1000,Honda,2025,City,Petrol
"Rs: 8,050,000",Kegalle,"120,000",1500,Honda,2014,Fit,Hybrid
Negotiable,Gampaha,0,1000,Daihatsu,2025,Taft,Petrol
Negotiable,Gampaha,0,660,Daihatsu,2024,Mira,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,850,000",Kegalle,"92,000",650,Suzuki,2014,Wagon R,Petrol
"Rs: 7,350,000",Ambalangoda,"140,000",1500,Toyota,2014,Aqua,Hybrid
Negotiable,Colombo Fort (Colombo 01),"79,000",1500,Toyota,2018,Axio,Hybrid
Negotiable,Colombo Fort (Colombo 01),0,1000,Audi,2023,A3,Petrol
"Rs: 1,600,000",Maharagama,"126,000",1500,Mitsubishi,1991,Lancer,Petrol
Negotiable,Kalutara,"81,000",1500,Toyota,2018,Premio,Petrol
"Rs: 10,500,000",Ambalangoda,"120,000",1500,Toyota,2016,Axio,Petrol
"Rs: 11,200,000",Ambalangoda,"150,000",1500,Toyota,2017,Axio,Hybrid
Negotiable,Ambalangoda,"145,000",1500,KIA,2015,Rio,Petrol
"Rs: 5,300,000",Ambalangoda,"137,000",650,Suzuki,2015,Wagon R,Hybrid
"Rs: 10,500,000",Ambalangoda,"143,000",1600,Toyota,2013,Prius,Hybrid
"Rs: 5,900,000",Ambalangoda,"100,000",650,Suzuki,2016,Wagon R,Petrol
"Rs: 10,500,000",Katupota,"75,000",1500,Audi,2011,A4,Petrol
"Rs: 9,400,000",Piliyandala,"113,000",1490,Toyota,2015,Axio,Petrol
"Rs: 9,000,000",Ambalangoda,"140,000",1500,Honda,2015,Grace,Petrol
"Rs: 7,000,000",Gampaha,0,1500,Toyota,2013,Aqua,Hybrid
"Rs: 5,050,000",Ambalangoda,"117,000",658,Suzuki,2015,Alto,Petrol
"Rs: 6,300,000",Ambalangoda,"96,000",650,Suzuki,2018,Wagon R,Petrol
"Rs: 10,500,000",Ambalangoda,"143,000",1500,Toyota,2013,Prius,Petrol
"Rs: 8,900,000",Malabe,"1,050,000",1800,Toyota,2011,Prius,Hybrid
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 8,425,000",Kadawatha,"64,000",1000,Suzuki,2017,Swift,Petrol
Negotiable,Galle,"82,000",1000,Audi,2017,A1,Petrol
"Rs: 3,580,000",Galle,"92,800",800,Suzuki,2015,Alto,Petrol
Negotiable,Mount Lavinia,"82,600",1490,Toyota,2012,Aqua,Hybrid
"Rs: 5,100,000",Matara,"124,000",1000,Suzuki,2016,Celerio,Petrol
"Rs: 5,300,000",Kuliyapitiya,123,123,Honda,2013,ARIA,Petrol
"Rs: 10,200,000",Kuliyapitiya,"81,000",690,Toyota,2013,Prius,Hybrid
"Rs: 2,500,000",Malabe,0,1300,Mitsubishi,1984,Lancer,Diesel
"Rs: 11,700,000",Piliyandala,"129,251",1800,Toyota,2014,Prius,Hybrid
"Rs: 13,800,000",Mirigama,"66,800",1200,Toyota,2019,Corolla,Petrol
"Rs: 6,900,000",Athurugiriya,"180,000",1796,Toyota,2003,Allion,Petrol
Negotiable,Kandy,"6,000",650,Daihatsu,2023,Atrai,Petrol
Negotiable,Kandy,"1,000",650,Daihatsu,2023,Atrai,Petrol
"Rs: 4,500,000",Mawathagama,"99,000",1320,Mazda,1999,Demio,Petrol
"Rs: 1,880,000",Warakapola,"220,000",800,Suzuki,2006,Maruti,Petrol
"Rs: 8,200,000",Ratnapura,"63,000",1000,Toyota,2018,Vitz,Petrol
Negotiable,Kandy,"150,000",800,Suzuki,2018,Wagon R,Petrol
"Rs: 1,375,000",Kirillawala,"400,000",1500,Nissan,1990,Sunny,Petrol
"Rs: 3,725,000",Elpitiya,"28,500",1000,Zotye,2020,Z100,Petrol
Negotiable,Ampara,"1,093,000",1061,Suzuki,2003,Alto,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 7,450,000",Kuliyapitiya,"148,000",1500,Toyota,2013,Aqua,Petrol
"Rs: 4,525,000",Kottawa,"151,000",1000,Perodua,2011,Viva,Petrol
"Rs: 7,900,000",Akkaraipattu,650,650,Suzuki,2024,Wagon R,Petrol
"Rs: 7,350,000",Akkaraipattu,600,650,Suzuki,2023,Wagon R,Petrol
"Rs: 13,700,000",Athurugiriya,135,1000,Honda,2025,City,Petrol
Negotiable,Kegalle,0,660,Suzuki,2024,Alto,Hybrid
"Rs: 3,700,000",Kegalle,"120,000",800,Suzuki,2011,Maruti,Petrol
"Rs: 2,700,000",Kegalle,"120,000",800,Suzuki,2012,Maruti,Petrol
Negotiable,Colombo Fort (Colombo 01),0,1000,Suzuki,2008,Swift,Petrol
Negotiable,Colombo Fort (Colombo 01),0,1500,Honda,2011,Insight,Petrol
Negotiable,Colombo Fort (Colombo 01),0,1500,Toyota,2013,Allion,Petrol
"Rs: 8,400,000",Ja-Ela,0,1500,Toyota,2015,Axio,Petrol
"Rs: 9,900,000",Rajagiriya,"191,500",1500,Toyota,2011,Prius,Petrol
"Rs: 9,450,000",Nittambuwa,"155,000",1496,Honda,2016,Grace,Petrol
"Rs: 7,750,000",Kegalle,"5,000",660,Suzuki,2024,Wagon R,Petrol
"Rs: 4,395,000",Panadura,0,1000,Micro,2017,Panda Cross,Petrol
Negotiable,Rajagiriya,"89,000",1500,Toyota,2014,Axio,Hybrid
"Rs: 3,700,000",Kegalle,"160,000",660,Suzuki,2003,Alto,Petrol
Negotiable,Rajagiriya,"28,000",1000,Suzuki,2018,Spacia,Petrol
"Rs: 835,000",Pitipana Homagama,"1,000,000",1300,Nissan,1983,B11,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kaduruwela,0,650,Daihatsu,2025,Mira,Petrol
Negotiable,Kaduruwela,0,650,Suzuki,2025,Wagon R,Petrol
Negotiable,Kaduruwela,0,650,Daihatsu,2025,Mira,Petrol
Negotiable,Kaduruwela,0,650,Suzuki,2025,Wagon R,Petrol
Negotiable,Kaduruwela,0,650,Suzuki,2023,Wagon R,Petrol
Negotiable,Kaduruwela,0,650,Toyota,2025,Pixis,Petrol
Negotiable,Kaduruwela,0,650,Daihatsu,2025,Taft,Petrol
Negotiable,Kaduruwela,0,1000,Honda,2025,City,Petrol
Negotiable,Kaduruwela,0,650,Suzuki,2025,Wagon R,Petrol
Negotiable,Kaduruwela,0,1000,Honda,2025,City,Petrol
Negotiable,Kaduruwela,0,1000,Honda,2025,City,Petrol
"Rs: 3,265,000",Panadura,0,800,Datsun,2016,Redi Go,Petrol
"Rs: 3,095,000",Panadura,0,1500,Micro,2013,MX7,Petrol
"Rs: 9,300,000",Pilimatalawa,0,1000,Daihatsu,2025,Taft,Petrol
Negotiable,Kalutara,"160,000",1500,Toyota,2009,Prius,Petrol
"Rs: 3,195,000",Panadura,0,650,Suzuki,2000,Alto,Petrol
"Rs: 3,900,000",Homagama,"75,800",1000,Suzuki,2008,Wagon R,Petrol
"Rs: 6,450,000",Oluvil,"150,000",1500,Toyota,2007,Belta,Petrol
"Rs: 7,350,000",Beliatta,"167,000",1200,Honda,2011,Insight,Petrol
Negotiable,Rajagiriya,"107,000",1500,Hyundai,2015,Eon,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kaduruwela,0,650,Mazda,2025,Flair,Petrol
Negotiable,Hambantota,"127,000",1500,Toyota,2012,Prius,Hybrid
Negotiable,Kaduruwela,0,1000,Daihatsu,2025,Thor,Petrol
Negotiable,Rajagiriya,0,660,Suzuki,2023,Alto,Hybrid
Negotiable,Kaduruwela,0,1300,Toyota,2025,Yaris,Petrol
Negotiable,Kaduruwela,0,660,Daihatsu,2025,Mira,Petrol
"Rs: 1,890,000",Batapola,"95,780",800,Suzuki,2012,Maruti,Petrol
"Rs: 7,950,000",Pussellawa,"200,000",1500,Toyota,2016,Aqua,Petrol
"Rs: 8,375,000",Welimada,"63,000",1000,Suzuki,2017,Swift,Petrol
Negotiable,Kohuwala,0,1330,Mercedes Benz,2023,A250,Petrol
Negotiable,Kohuwala,"66,000",1000,Audi,2018,A3,Petrol
"Rs: 8,000,000",Badalgama,"50,000",1500,Toyota,2013,Aqua,Hybrid
"Rs: 3,925,000",Kalmunai,"103,000",800,Suzuki,2015,Alto,Petrol
"Rs: 2,050,000",Godakawela,"120,000",800,Suzuki,2005,Maruti,Petrol
Negotiable,Gampaha,"216,400",1830,Nissan,1997,Bluebird,Petrol
"Rs: 7,400,000",Kamburupitiya,"23,350",660,Suzuki,2018,Wagon R,Hybrid
"Rs: 7,925,000",Kalmunai,"105,000",1490,Toyota,2017,Vitz,Petrol
Negotiable,Kurunegala,"3,500",690,Toyota,2024,Prius,Hybrid
"Rs: 8,450,000",Batticaloa,"102,000",1000,Suzuki,2017,Swift,Petrol
"Rs: 1,875,000",Kaduwela,0,800,Suzuki,2003,Maruti,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 1,980,000",Horana,"126,000",800,Suzuki,2004,Maruti,Petrol
"Rs: 6,900,000",Ampara,"150,000",690,Suzuki,2018,Wagon R,Hybrid
"Rs: 3,000,000",Hambantota,"172,000",800,Suzuki,2015,Alto,Petrol
"Rs: 13,475,000",Kiribathgoda,"196,500",1790,Toyota,2016,Prius,Hybrid
"Rs: 4,750,000",Peradeniya,"158,600",1500,Nissan,2002,Sunny,Petrol
"Rs: 3,390,000",Ibbagamuwa,"210,000",1500,Nissan,1996,FB 14,Petrol
"Rs: 4,000,000",Mirigama,"15,000",1000,Standard,2020,Vanguard,Petrol
"Rs: 7,300,000",Kundasale,"107,000",1500,Toyota,2014,Aqua,Hybrid
Negotiable,Peliyagoda,"135,000",800,Suzuki,2015,Alto,Petrol
Negotiable,Maharagama,"140,000",800,Micro,2012,Panda,Petrol
Negotiable,Delgoda,"123,456",1500,Suzuki,2010,Swift,Petrol
"Rs: 2,100,000",Pitipana Homagama,"168,000",1600,Tata,2006,Indigo,Petrol
"Rs: 27,500,000",Colombo Fort (Colombo 01),"110,000",2995,Audi,2013,A8,Petrol
"Rs: 7,150,000",Gampaha,"12,500",660,Suzuki,2023,Wagon R,Petrol
"Rs: 4,900,000",Kataragama,0,1200,Toyota,2012,Prius,Hybrid
"Rs: 10,800,000",Wariyapola,"102,172",1500,Toyota,2014,Premio,Petrol
"Rs: 12,700,000",Wattala,"22,068",1500,Toyota,2023,Yaris,Petrol
Negotiable,Maharagama,"154,000",1000,Toyota,2014,Aqua,Hybrid
Negotiable,Battaramulla,"130,000",150,BMW,2018,i Series,Petrol
Negotiable,Homagama,"33,000",1500,Honda,2017,Civic,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
Negotiable,Kelaniya,"162,000",1000,Toyota,2013,Aqua,Hybrid
"Rs: 7,250,000",Maharagama,"92,000",1500,Toyota,2013,Aqua,Hybrid
"Rs: 2,650,000",Homagama,0,800,Micro,2014,Panda,Petrol
"Rs: 14,700,000",Kurunegala,"152,000",1496,Toyota,2017,Premio,Petrol
"Rs: 7,775,000",Athurugiriya,"180,000",1500,Toyota,2014,Aqua,Petrol
"Rs: 6,650,000",Gampaha,"25,000",600,Nissan,2023,Dayz,Petrol
"Rs: 3,540,000",Matale,"203,000",1970,Toyota,1996,Sprinter,Diesel
"Rs: 8,500,000",Kotahena (Colombo 13),"89,000",990,Audi,2017,A1,Petrol
"Rs: 7,600,000",Matara,"161,000",1500,Toyota,2013,Aqua,Hybrid
"Rs: 7,900,000",Matara,"159,000",1500,Toyota,2014,Aqua,Hybrid
"Rs: 7,500,000",Pepiliyana,"116,000",1490,Toyota,2014,Aqua,Hybrid
"Rs: 6,150,000",Siyambalape,"164,000",1330,Honda,2012,Fit,Petrol
"Rs: 6,175,000",Ja-Ela,"179,000",660,Mazda,2015,Flair,Hybrid
"Rs: 3,490,000",Kalutara,"98,000",650,Daihatsu,2002,Mira,Petrol
"Rs: 3,380,000",Battaramulla,"250,000",1500,Mitsubishi,1992,Lancer,Petrol
"Rs: 20,500,000",Piliyandala,"71,000",2000,BMW,2016,3 Series,Petrol
"Rs: 7,290,000",Sooriyawewa Town,"108,000",1490,Toyota,2013,Aqua,Hybrid
"Rs: 4,775,000",Athurugiriya,"180,000",1500,Toyota,2004,Vios,Petrol
"Rs: 3,975,000",Imbulgoda,"50,000",800,Suzuki,2017,Alto,Petrol
"Rs: 18,000,000",Imbulgoda,"20,000",1500,Mercedes Benz,2018,C180,Petrol
"Rs: 12,500,000",Telijjawila,"82,285",1000,Honda,2017,Civic,Petrol
"Rs: 2,600,000",Mattegoda,"162,481",1331,KIA,2002,Sephia,Petrol
"Rs: 5,500,000",Homagama,"166,600",1000,Toyota,2007,Belta,Petrol
"Rs: 5,750,000",Imbulgoda,"50,000",650,Suzuki,2015,Wagon R,Hybrid
"Rs: 6,800,000",Kottawa,"89,000",660,Suzuki,2018,Wagon R,Hybrid
"Rs: 3,425,000",Homagama,"164,000",1000,Suzuki,2011,Alto,Petrol
